t_sensor,accel_mag,label_true,t,motion_proxy
5.004057582081281,9.983461203750815,idle,5.004057582081281,9.531435893976356
5.009057582081281,10.073263737764863,idle,5.009057582081281,9.531435893976356
5.014057582081282,9.704880767595194,idle,5.014057582081282,9.531435893976356
5.019057582081282,9.680369998188109,idle,5.019057582081282,9.531435893976356
5.024057582081282,9.81816238036806,idle,5.024057582081282,9.531435893976356
5.029057582081282,9.370786474114745,idle,5.029057582081282,9.531435893976356
5.034057582081282,9.730344899827369,idle,5.034057582081282,9.531435893976356
5.0390575820812815,9.769353754603182,idle,5.0390575820812815,9.802481446220424
5.044057582081281,9.741098701869316,idle,5.044057582081281,9.802481446220424
5.049057582081281,9.572419015775624,idle,5.049057582081281,9.802481446220424
5.054057582081282,9.773167333840552,idle,5.054057582081282,9.802481446220424
5.059057582081282,9.693508706991649,idle,5.059057582081282,9.802481446220424
5.064057582081282,9.92362245876872,idle,5.064057582081282,9.802481446220424
5.069057582081282,9.672228777386586,idle,5.069057582081282,9.802481446220424
5.074057582081282,9.767648230535814,idle,5.074057582081282,10.123081520201792
5.0790575820812816,9.77505781123224,idle,5.0790575820812816,10.123081520201792
5.0840575820812814,9.89513571319868,idle,5.0840575820812814,10.123081520201792
5.089057582081281,9.428114309945087,idle,5.089057582081281,10.123081520201792
5.094057582081282,9.7589062596306,idle,5.094057582081282,10.123081520201792
5.099057582081282,9.923942272391052,idle,5.099057582081282,10.123081520201792
5.104057582081282,9.755746764416015,idle,5.104057582081282,9.403239092275504
5.109057582081282,9.580959455041809,idle,5.109057582081282,9.403239092275504
5.114057582081282,9.858989725887596,idle,5.114057582081282,9.403239092275504
5.119057582081282,9.860503035936526,idle,5.119057582081282,9.403239092275504
5.1240575820812815,9.7694265912064,idle,5.1240575820812815,9.403239092275504
5.129057582081281,9.63603064390624,idle,5.129057582081281,9.403239092275504
5.134057582081281,9.698898728170938,idle,5.134057582081281,9.403239092275504
5.139057582081282,9.762936523659535,idle,5.139057582081282,9.829342766797764
5.144057582081282,9.678670071636258,idle,5.144057582081282,9.829342766797764
5.149057582081282,9.521973247747058,idle,5.149057582081282,9.829342766797764
5.154057582081282,9.694606980160328,idle,5.154057582081282,9.829342766797764
5.159057582081282,9.800738409829234,idle,5.159057582081282,9.829342766797764
5.1640575820812815,9.733940989906268,idle,5.1640575820812815,9.829342766797764
5.169057582081281,9.79866407412924,idle,5.169057582081281,9.829342766797764
5.174057582081281,9.82254869684444,idle,5.174057582081281,10.082200552487633
5.179057582081282,9.94448632505465,idle,5.179057582081282,10.082200552487633
5.184057582081282,10.140573618517736,idle,5.184057582081282,10.082200552487633
5.189057582081282,9.91976682601896,idle,5.189057582081282,10.082200552487633
5.194057582081282,9.599350718017677,idle,5.194057582081282,10.082200552487633
5.199057582081282,9.411458257904656,idle,5.199057582081282,10.082200552487633
5.2040575820812816,9.795830674699603,idle,5.2040575820812816,9.361410881682229
5.2090575820812814,9.820708265288696,idle,5.2090575820812814,9.361410881682229
5.214057582081281,9.635719004124814,idle,5.214057582081281,9.361410881682229
5.219057582081282,9.850804820580311,idle,5.219057582081282,9.361410881682229
5.224057582081282,9.69495906181968,idle,5.224057582081282,9.361410881682229
5.229057582081282,9.870400459917246,idle,5.229057582081282,9.361410881682229
5.234057582081282,9.761172274054228,idle,5.234057582081282,9.361410881682229
5.239057582081282,9.869619388608696,idle,5.239057582081282,9.74508602373932
5.244057582081282,9.548520720884186,idle,5.244057582081282,9.74508602373932
5.2490575820812815,9.744229968735103,idle,5.2490575820812815,9.74508602373932
5.254057582081281,9.787710599029118,idle,5.254057582081281,9.74508602373932
5.259057582081281,9.59626879123501,idle,5.259057582081281,9.74508602373932
5.264057582081282,10.09235073873401,idle,5.264057582081282,9.74508602373932
5.269057582081282,9.728883988185672,idle,5.269057582081282,9.74508602373932
5.274057582081282,10.018495759351255,idle,5.274057582081282,9.904668072120607
5.279057582081282,9.710348686331994,idle,5.279057582081282,9.904668072120607
5.284057582081282,9.77550432667785,idle,5.284057582081282,9.904668072120607
5.2890575820812815,9.987585286756504,idle,5.2890575820812815,9.904668072120607
5.294057582081281,9.85557402675417,idle,5.294057582081281,9.904668072120607
5.299057582081282,9.83880815254348,idle,5.299057582081282,9.904668072120607
5.304057582081281,9.849891517226434,idle,5.304057582081281,9.922328974159493
5.309057582081282,9.60507631856387,idle,5.309057582081282,9.922328974159493
5.314057582081282,9.751566978954282,idle,5.314057582081282,9.922328974159493
5.3195793092176125,9.523066303835492,screw,5.3195793092176125,9.922328974159493
5.324579309217612,9.895227964099474,screw,5.324579309217612,9.922328974159493
5.329579309217612,9.749734112624417,screw,5.329579309217612,9.922328974159493
5.334579309217612,10.02437056259168,screw,5.334579309217612,9.922328974159493
5.339579309217612,10.18159393228368,screw,5.339579309217612,9.50475336094839
5.344579309217613,10.396646362567754,screw,5.344579309217613,9.50475336094839
5.349579309217613,10.627054765415911,screw,5.349579309217613,9.50475336094839
5.354579309217613,10.689266386874134,screw,5.354579309217613,9.50475336094839
5.3595793092176125,10.823561819738826,screw,5.3595793092176125,9.50475336094839
5.364579309217612,11.19191998493974,screw,5.364579309217612,9.50475336094839
5.369579309217612,11.950371511053106,screw,5.369579309217612,9.50475336094839
5.374579309217612,11.955171504305994,screw,5.374579309217612,11.302212177344494
5.379579309217612,12.200448082955033,screw,5.379579309217612,11.302212177344494
5.384579309217613,12.579666955863404,screw,5.384579309217613,11.302212177344494
5.389579309217613,11.90715941791836,screw,5.389579309217613,11.302212177344494
5.394579309217613,12.459317977924222,screw,5.394579309217613,11.302212177344494
5.3995793092176125,11.977298437757645,screw,5.3995793092176125,11.302212177344494
5.404579309217612,12.141425093847626,screw,5.404579309217612,12.156525646911003
5.409579309217612,12.2797339615652,screw,5.409579309217612,12.156525646911003
5.414579309217612,12.466798454210863,screw,5.414579309217612,12.156525646911003
5.419579309217612,11.557496760167687,screw,5.419579309217612,12.156525646911003
5.424579309217613,11.542896920386022,screw,5.424579309217613,12.156525646911003
5.429579309217613,11.676121657185202,screw,5.429579309217613,12.156525646911003
5.434579309217613,10.629020507585356,screw,5.434579309217613,12.156525646911003
5.439579309217613,10.930644987956134,screw,5.439579309217613,10.58647717563282
5.4445793092176125,10.485477649270466,screw,5.4445793092176125,10.58647717563282
5.449579309217612,10.089458385822743,screw,5.449579309217612,10.58647717563282
5.454579309217612,10.2033372549211,screw,5.454579309217612,10.58647717563282
5.459579309217612,10.180679594694492,screw,5.459579309217612,10.58647717563282
5.464579309217612,9.615436686387604,screw,5.464579309217612,10.58647717563282
5.469579309217613,9.938646404828589,screw,5.469579309217613,10.58647717563282
5.474579309217613,9.863641550524491,screw,5.474579309217613,9.715751773048432
5.479579309217613,9.47800754088832,screw,5.479579309217613,9.715751773048432
5.4845793092176125,10.405816913880718,screw,5.4845793092176125,9.715751773048432
5.489579309217612,10.402612918279212,screw,5.489579309217612,9.715751773048432
5.494579309217612,9.994468537052072,screw,5.494579309217612,9.715751773048432
5.499579309217612,10.286860962040418,screw,5.499579309217612,9.715751773048432
5.504579309217612,10.929333089015085,screw,5.504579309217612,10.311832797863326
5.509579309217613,10.799770417488649,screw,5.509579309217613,10.311832797863326
5.514579309217613,10.651438700181217,screw,5.514579309217613,10.311832797863326
5.519579309217613,11.767003640108085,screw,5.519579309217613,10.311832797863326
5.5245793092176125,11.687634426889732,screw,5.5245793092176125,10.311832797863326
5.529579309217612,12.463764982496432,screw,5.529579309217612,10.311832797863326
5.534579309217612,12.17095230345723,screw,5.534579309217612,10.311832797863326
5.539579309217612,12.251304316069794,screw,5.539579309217612,11.932092259597225
5.544579309217612,13.139469424265464,screw,5.544579309217612,11.932092259597225
5.549579309217613,12.25803209131564,screw,5.549579309217613,11.932092259597225
5.554579309217613,12.004529807128758,screw,5.554579309217613,11.932092259597225
5.559579309217613,12.288137457748396,screw,5.559579309217613,11.932092259597225
5.564579309217613,12.441170758701857,screw,5.564579309217613,11.932092259597225
5.5695793092176125,11.588685546309112,screw,5.5695793092176125,11.932092259597225
5.574579309217612,11.46697990470989,screw,5.574579309217612,12.138524223681395
5.579579309217612,11.647360696871829,screw,5.579579309217612,12.138524223681395
5.584579309217612,10.30736829263202,screw,5.584579309217612,12.138524223681395
5.589579309217612,10.684317985492765,screw,5.589579309217612,12.138524223681395
5.594579309217613,10.998308518863295,screw,5.594579309217613,12.138524223681395
5.599579309217613,10.34367889641064,screw,5.599579309217613,12.138524223681395
5.604579309217613,9.814273296484387,screw,5.604579309217613,10.822213132099384
5.6095793092176125,10.693934010476935,screw,5.6095793092176125,10.822213132099384
5.614579309217612,9.546414500689052,screw,5.614579309217612,10.822213132099384
5.619579309217612,9.711244845843366,screw,5.619579309217612,10.822213132099384
5.624579309217612,9.704698510838371,screw,5.624579309217612,10.822213132099384
5.629579309217612,9.841461278818892,screw,5.629579309217612,10.822213132099384
5.634579309217613,9.757402949360152,screw,5.634579309217613,10.822213132099384
5.639579309217613,9.945285524300898,screw,5.639579309217613,9.46113204062761
5.644579309217613,10.133512386670915,screw,5.644579309217613,9.46113204062761
5.6495793092176125,10.276215307661776,screw,5.6495793092176125,9.46113204062761
5.654579309217612,10.547683023464538,screw,5.654579309217612,9.46113204062761
5.659579309217612,10.045985587785763,screw,5.659579309217612,9.46113204062761
5.664579309217612,11.144440992217724,screw,5.664579309217612,9.46113204062761
5.669579309217612,10.845234900742796,screw,5.669579309217612,9.46113204062761
5.674579309217613,10.862433913990175,screw,5.674579309217613,10.773312781524703
5.679579309217613,12.15386380944889,screw,5.679579309217613,10.773312781524703
5.684579309217613,11.552567005805308,screw,5.684579309217613,10.773312781524703
5.689579309217613,12.154405019581798,screw,5.689579309217613,10.773312781524703
5.6945793092176125,11.987609617758157,screw,5.6945793092176125,10.773312781524703
5.699579309217612,12.086534671830687,screw,5.699579309217612,10.773312781524703
5.704579309217612,12.45468872567572,screw,5.704579309217612,12.053352427992628
5.709579309217612,11.962651792089773,screw,5.709579309217612,12.053352427992628
5.714579309217612,12.305808851879386,screw,5.714579309217612,12.053352427992628
5.719579309217613,12.177919909379437,screw,5.719579309217613,12.053352427992628
5.724579309217613,12.240991499387803,screw,5.724579309217613,12.053352427992628
5.729579309217613,11.584136033850887,screw,5.729579309217613,12.053352427992628
5.7345793092176125,11.76631368239713,screw,5.7345793092176125,12.053352427992628
5.739579309217612,11.71956269377062,screw,5.739579309217612,11.238029777086636
5.744579309217612,11.424409815529648,screw,5.744579309217612,11.238029777086636
5.749579309217612,10.873922105928234,screw,5.749579309217612,11.238029777086636
5.754579309217612,10.597600048438371,screw,5.754579309217612,11.238029777086636
5.759579309217613,11.107283049636592,screw,5.759579309217613,11.238029777086636
5.764579309217613,10.745294904972434,screw,5.764579309217613,11.238029777086636
5.769579309217613,9.709807868566047,screw,5.769579309217613,11.238029777086636
5.7745793092176125,10.12763424357262,screw,5.7745793092176125,10.07226753733998
5.779579309217612,9.992218323257534,screw,5.779579309217612,10.07226753733998
5.784579309217612,9.846329708724062,screw,5.784579309217612,10.07226753733998
5.789579309217612,9.93506030452211,screw,5.789579309217612,10.07226753733998
5.794579309217612,10.14853736987914,screw,5.794579309217612,10.07226753733998
5.799579309217613,10.440555551197894,screw,5.799579309217613,10.07226753733998
5.804579309217613,10.419597835759246,screw,5.804579309217613,9.845391576178397
5.809579309217613,10.679899208757758,screw,5.809579309217613,9.845391576178397
5.814579309217613,11.239653207786956,screw,5.814579309217613,9.845391576178397
5.8195793092176125,11.171279016423174,screw,5.8195793092176125,9.845391576178397
5.824579309217612,11.492757360512652,screw,5.824579309217612,9.845391576178397
5.829579309217612,11.868404825438006,screw,5.829579309217612,9.845391576178397
5.834579309217612,12.282124967727771,screw,5.834579309217612,9.845391576178397
5.839579309217612,12.350607152830056,screw,5.839579309217612,11.432395968392097
5.844579309217613,12.247626494582068,screw,5.844579309217613,11.432395968392097
5.849579309217613,12.304069509700511,screw,5.849579309217613,11.432395968392097
5.854579309217613,11.932739595963044,screw,5.854579309217613,11.432395968392097
5.8595793092176125,12.39395101471074,screw,5.8595793092176125,11.432395968392097
5.864579309217612,11.949837769886564,screw,5.864579309217612,11.432395968392097
5.869579309217612,11.858464748517372,screw,5.869579309217612,11.432395968392097
5.874579309217612,12.219514153018144,screw,5.874579309217612,12.045650774831484
5.879579309217613,11.812749807293814,screw,5.879579309217613,12.045650774831484
5.884579309217612,11.770572857668824,screw,5.884579309217612,12.045650774831484
5.889579309217613,11.203137942532427,screw,5.889579309217613,12.045650774831484
5.894579309217613,11.500123860648635,screw,5.894579309217613,12.045650774831484
5.8995793092176125,10.928111472806084,screw,5.8995793092176125,12.045650774831484
5.904579309217612,10.993797400099458,screw,5.904579309217612,11.268619790846866
5.909579309217612,10.609589625093806,screw,5.909579309217612,11.268619790846866
5.914579309217612,10.254356412841563,screw,5.914579309217612,11.268619790846866
5.919579309217612,9.894030075708388,screw,5.919579309217612,11.268619790846866
5.924579309217613,9.922385825040124,screw,5.924579309217613,11.268619790846866
5.929579309217613,10.084407014051166,screw,5.929579309217613,11.268619790846866
5.934579309217613,10.019297320246189,screw,5.934579309217613,11.268619790846866
5.939579309217613,9.477328472654058,screw,5.939579309217613,10.730258106953968
5.9445793092176125,10.220638167569248,screw,5.9445793092176125,10.730258106953968
5.949579309217612,9.973415916599071,screw,5.949579309217612,10.730258106953968
5.954579309217612,10.449360817563123,screw,5.954579309217612,10.730258106953968
5.959579309217612,10.198310999616089,screw,5.959579309217612,10.730258106953968
5.964579309217612,10.828835488286346,screw,5.964579309217612,10.730258106953968
5.969579309217613,10.646002253941353,screw,5.969579309217613,10.730258106953968
5.974579309217613,11.178569707903556,screw,5.974579309217613,10.68812341469152
5.979579309217613,11.301817935729932,screw,5.979579309217613,10.68812341469152
5.9845793092176125,11.54323823880219,screw,5.9845793092176125,10.68812341469152
5.989579309217612,11.672946789289265,screw,5.989579309217612,10.68812341469152
5.994579309217612,11.978287745902277,screw,5.994579309217612,10.68812341469152
5.999579309217612,11.64348617392185,screw,5.999579309217612,10.68812341469152
6.004579309217613,12.523968605890737,screw,6.004579309217613,12.099794616274794
6.009579309217612,12.594838227606193,screw,6.009579309217612,12.099794616274794
6.014579309217613,12.166988507464373,screw,6.014579309217613,12.099794616274794
6.019579309217613,11.827798485735311,screw,6.019579309217613,12.099794616274794
6.0245793092176125,11.94044922778792,screw,6.0245793092176125,12.099794616274794
6.029579309217612,12.266779172979302,screw,6.029579309217612,12.099794616274794
6.034579309217612,11.979802474924778,screw,6.034579309217612,12.099794616274794
6.039579309217612,11.48122972818854,screw,6.039579309217612,11.93342508994035
6.044579309217612,11.598433050040905,screw,6.044579309217612,11.93342508994035
6.049579309217613,10.763518716495213,screw,6.049579309217613,11.93342508994035
6.054579309217613,10.638220214216869,screw,6.054579309217613,11.93342508994035
6.059579309217613,10.720343268394878,screw,6.059579309217613,11.93342508994035
6.064579309217613,10.325192878352423,screw,6.064579309217613,11.93342508994035
6.0695793092176125,9.982580298252458,screw,6.0695793092176125,11.93342508994035
6.074579309217612,9.248563516987026,screw,6.074579309217612,9.888320809040575
6.079579309217612,10.09043151546907,screw,6.079579309217612,9.888320809040575
6.084579309217612,9.92176601429376,screw,6.084579309217612,9.888320809040575
6.089579309217612,9.288753855073036,screw,6.089579309217612,9.888320809040575
6.094579309217613,10.030649238521692,screw,6.094579309217613,9.888320809040575
6.099579309217613,9.935483926171106,screw,6.099579309217613,9.888320809040575
6.104579309217613,10.159292550545464,screw,6.104579309217613,10.212350495870718
6.1095793092176125,10.536004523391608,screw,6.1095793092176125,10.212350495870718
6.114579309217612,10.240884185374876,screw,6.114579309217612,10.212350495870718
6.119579309217612,10.912168283162558,screw,6.119579309217612,10.212350495870718
6.124579309217612,11.153561377298535,screw,6.124579309217612,10.212350495870718
6.129579309217613,11.431809003526048,screw,6.129579309217613,10.212350495870718
6.134579309217612,11.94312573987972,screw,6.134579309217612,10.212350495870718
6.139579309217613,11.882620452826403,screw,6.139579309217613,11.715188559407595
6.144579309217613,11.723189812105195,screw,6.144579309217613,11.715188559407595
6.1495793092176125,12.603227492548095,screw,6.1495793092176125,11.715188559407595
6.154579309217612,11.861812805573456,screw,6.154579309217612,11.715188559407595
6.159579309217612,12.13830220153982,screw,6.159579309217612,11.715188559407595
6.164579309217612,12.020251381799753,screw,6.164579309217612,11.715188559407595
6.169579309217612,12.259246296729268,screw,6.169579309217612,11.715188559407595
6.174579309217613,12.544043848840726,screw,6.174579309217613,12.383393632941402
6.179579309217613,12.48978007484771,screw,6.179579309217613,12.383393632941402
6.184579309217613,12.077276814306211,screw,6.184579309217613,12.383393632941402
6.189579309217613,11.556642118427153,screw,6.189579309217613,12.383393632941402
6.1945793092176125,11.346341387913736,screw,6.1945793092176125,12.383393632941402
6.199579309217612,11.085613069139844,screw,6.199579309217612,12.383393632941402
6.204579309217612,11.297973787584567,screw,6.204579309217612,11.220480442164906
6.209579309217612,10.487701496447578,screw,6.209579309217612,11.220480442164906
6.214579309217612,10.779058753880223,screw,6.214579309217612,11.220480442164906
6.219579309217613,10.29244001480443,screw,6.219579309217613,11.220480442164906
6.224579309217613,10.167879334683724,screw,6.224579309217613,11.220480442164906
6.229579309217613,10.423090563041235,screw,6.229579309217613,11.220480442164906
6.2345793092176125,9.72565430571414,screw,6.2345793092176125,11.220480442164906
6.239579309217612,10.3150365394698,screw,6.239579309217612,9.509091894155503
6.244579309217612,9.39368216281348,screw,6.244579309217612,9.509091894155503
6.249579309217612,9.620825401750386,screw,6.249579309217612,9.509091894155503
6.254579309217613,9.49605762694054,screw,6.254579309217613,9.509091894155503
6.259579309217612,9.89222944773318,screw,6.259579309217612,9.509091894155503
6.264579309217613,10.47708286545522,screw,6.264579309217613,9.509091894155503
6.269579309217613,10.741019590745656,screw,6.269579309217613,9.509091894155503
6.2745793092176125,10.851695885172871,screw,6.2745793092176125,10.14687203298893
6.279579309217612,11.092249171387056,screw,6.279579309217612,10.14687203298893
6.284579309217612,10.91457381712486,screw,6.284579309217612,10.14687203298893
6.289579309217612,11.114378017481013,screw,6.289579309217612,10.14687203298893
6.294579309217612,11.830626439747622,screw,6.294579309217612,10.14687203298893
6.299579309217613,12.342563682756836,screw,6.299579309217613,10.14687203298893
6.304579309217613,11.991203859686117,screw,6.304579309217613,11.898597007527036
6.309579309217613,11.838810178900523,screw,6.309579309217613,11.898597007527036
6.314579309217613,11.830090393266875,screw,6.314579309217613,11.898597007527036
6.3195793092176125,12.105396780716893,screw,6.3195793092176125,11.898597007527036
6.324579309217612,12.750982426497943,screw,6.324579309217612,11.898597007527036
6.329579309217612,12.131684707995168,screw,6.329579309217612,11.898597007527036
6.334579309217612,11.7523291542896,screw,6.334579309217612,11.898597007527036
6.339579309217612,11.70881587195763,screw,6.339579309217612,11.58310087203088
6.344579309217613,11.539936508609054,screw,6.344579309217613,11.58310087203088
6.349579309217613,11.532023030954374,screw,6.349579309217613,11.58310087203088
6.354579309217613,11.005349345675342,screw,6.354579309217613,11.58310087203088
6.3595793092176125,10.681423259302164,screw,6.3595793092176125,11.58310087203088
6.364579309217612,10.641693923527926,screw,6.364579309217612,11.58310087203088
6.369579309217612,10.603451324238543,screw,6.369579309217612,11.58310087203088
6.374579309217612,10.467559691797463,screw,6.374579309217612,10.988739846289176
6.379579309217613,10.24080172221333,screw,6.379579309217613,10.988739846289176
6.384579309217612,9.802543974897493,screw,6.384579309217612,10.988739846289176
6.389579309217613,9.342028427281091,screw,6.389579309217613,10.988739846289176
6.394579309217613,9.572075710775367,screw,6.394579309217613,10.988739846289176
6.3995793092176125,9.90987388825738,screw,6.3995793092176125,10.988739846289176
6.404579309217612,9.488976029432491,screw,6.404579309217612,9.829441241797888
6.409579309217612,10.077987603035288,screw,6.409579309217612,9.829441241797888
6.414579309217612,9.982355223245811,screw,6.414579309217612,9.829441241797888
6.419579309217612,10.179317691212834,screw,6.419579309217612,9.829441241797888
6.424579309217613,10.913813196796488,screw,6.424579309217613,9.829441241797888
6.429579309217613,10.88763090250774,screw,6.429579309217613,9.829441241797888
6.434579309217613,11.487039795242904,screw,6.434579309217613,9.829441241797888
6.439579309217613,11.047474719609909,screw,6.439579309217613,11.906737339633214
6.4445793092176125,11.910558154103423,screw,6.4445793092176125,11.906737339633214
6.449579309217612,12.064870365982872,screw,6.449579309217612,11.906737339633214
6.454579309217612,11.083994040110516,screw,6.454579309217612,11.906737339633214
6.459579309217612,12.107980795203137,screw,6.459579309217612,11.906737339633214
6.464579309217612,12.704392196184774,screw,6.464579309217612,11.906737339633214
6.469579309217613,12.533237883668866,screw,6.469579309217613,11.906737339633214
6.474579309217613,12.173935904509287,screw,6.474579309217613,12.851180807098809
6.479579309217613,12.191151580668762,screw,6.479579309217613,12.851180807098809
6.4845793092176125,11.77476194660094,screw,6.4845793092176125,12.851180807098809
6.489579309217612,12.086249221795498,screw,6.489579309217612,12.851180807098809
6.494579309217612,11.304971337998904,screw,6.494579309217612,12.851180807098809
6.499579309217612,11.324317985664166,screw,6.499579309217612,12.851180807098809
6.504579309217613,11.726976185885473,screw,6.504579309217613,11.287084822493046
6.509579309217612,11.133593145243196,screw,6.509579309217612,11.287084822493046
6.514579309217613,10.775952004125294,screw,6.514579309217613,11.287084822493046
6.519579309217613,10.605705565073944,screw,6.519579309217613,11.287084822493046
6.5245793092176125,11.230125681785424,screw,6.5245793092176125,11.287084822493046
6.529579309217612,10.51533809848942,screw,6.529579309217612,11.287084822493046
6.534579309217612,9.804895886662916,screw,6.534579309217612,11.287084822493046
6.539579309217612,10.41295847689257,screw,6.539579309217612,9.639424562098782
6.544579309217612,9.809365387032614,screw,6.544579309217612,9.639424562098782
6.549579309217613,10.03191508000829,screw,6.549579309217613,9.639424562098782
6.554579309217613,9.660014732575188,screw,6.554579309217613,9.639424562098782
6.559579309217613,9.631576755250062,screw,6.559579309217613,9.639424562098782
6.564579309217613,10.278162097418331,screw,6.564579309217613,9.639424562098782
6.5695793092176125,9.97411567645202,screw,6.5695793092176125,9.639424562098782
6.574579309217612,10.173162043389814,screw,6.574579309217612,9.365324522030662
6.579579309217612,10.906829191737136,screw,6.579579309217612,9.365324522030662
6.584579309217612,10.536359109880824,screw,6.584579309217612,9.365324522030662
6.589579309217612,10.713987057881456,screw,6.589579309217612,9.365324522030662
6.594579309217613,11.55474319665082,screw,6.594579309217613,9.365324522030662
6.599579309217613,11.040945521452162,screw,6.599579309217613,9.365324522030662
6.604579309217613,11.617405265366148,screw,6.604579309217613,11.523421582659676
6.6095793092176125,11.914667641177273,screw,6.6095793092176125,11.523421582659676
6.614579309217612,11.76208448399099,screw,6.614579309217612,11.523421582659676
6.619579309217612,11.925771541448688,screw,6.619579309217612,11.523421582659676
6.624579309217612,12.506094130010162,screw,6.624579309217612,11.523421582659676
6.629579309217613,12.387556589155086,screw,6.629579309217613,11.523421582659676
6.634579309217612,11.958011433017589,screw,6.634579309217612,11.523421582659676
6.639579309217613,12.29330767854453,screw,6.639579309217613,12.586843260800016
6.644579309217613,12.438278406373136,screw,6.644579309217613,12.586843260800016
6.6495793092176125,11.40742089993006,screw,6.6495793092176125,12.586843260800016
6.654579309217612,11.589712534916796,screw,6.654579309217612,12.586843260800016
6.659579309217612,11.922246020258552,screw,6.659579309217612,12.586843260800016
6.664579309217612,11.259310910109502,screw,6.664579309217612,12.586843260800016
6.669579309217612,11.06602665077438,screw,6.669579309217612,12.586843260800016
6.674579309217613,10.51791529323979,screw,6.674579309217613,11.085246437074307
6.679579309217613,10.11457775042248,screw,6.679579309217613,11.085246437074307
6.684579309217613,10.502359516462224,screw,6.684579309217613,11.085246437074307
6.689579309217613,10.198319319389052,screw,6.689579309217613,11.085246437074307
6.6945793092176125,9.873609659514909,screw,6.6945793092176125,11.085246437074307
6.699579309217612,9.685048752827566,screw,6.699579309217612,11.085246437074307
6.704579309217612,9.28731298511273,screw,6.704579309217612,10.35109552163996
6.709579309217612,9.897323401424837,screw,6.709579309217612,10.35109552163996
6.714579309217612,9.732279224429556,screw,6.714579309217612,10.35109552163996
6.719579309217613,10.036085836818852,screw,6.719579309217613,10.35109552163996
6.724579309217613,10.453739176694832,screw,6.724579309217613,10.35109552163996
6.729579309217613,10.708851038570756,screw,6.729579309217613,10.35109552163996
6.7345793092176125,10.91379930960458,screw,6.7345793092176125,10.35109552163996
6.739579309217612,11.624924431365082,screw,6.739579309217612,10.836916134129234
6.744579309217612,11.552889840502038,screw,6.744579309217612,10.836916134129234
6.749579309217612,11.228515553656049,screw,6.749579309217612,10.836916134129234
6.754579309217613,11.439509422935782,screw,6.754579309217613,10.836916134129234
6.759579309217612,12.590102342583656,screw,6.759579309217612,10.836916134129234
6.764579309217613,11.864714319018663,screw,6.764579309217613,10.836916134129234
6.769579309217613,12.18076596649494,screw,6.769579309217613,10.836916134129234
6.7745793092176125,12.80057700617413,screw,6.7745793092176125,11.987090684302666
6.779579309217612,12.824187057449748,screw,6.779579309217612,11.987090684302666
6.784579309217612,12.27368492784302,screw,6.784579309217612,11.987090684302666
6.789579309217612,12.291960988339284,screw,6.789579309217612,11.987090684302666
6.794579309217612,11.609911497171336,screw,6.794579309217612,11.987090684302666
6.799579309217613,11.665716979408415,screw,6.799579309217613,11.987090684302666
6.804579309217613,11.629881698468624,screw,6.804579309217613,12.118888786867812
6.809579309217613,11.510729516512306,screw,6.809579309217613,12.118888786867812
6.814579309217613,11.16957576731999,screw,6.814579309217613,12.118888786867812
6.8195793092176125,11.057809777360184,screw,6.8195793092176125,12.118888786867812
6.824579309217612,11.417473748299305,screw,6.824579309217612,12.118888786867812
6.829579309217612,10.65900312952628,screw,6.829579309217612,12.118888786867812
6.834579309217612,10.394830392618132,screw,6.834579309217612,12.118888786867812
6.839579309217612,10.116811919715566,screw,6.839579309217612,10.46563512625422
6.844579309217613,9.918002766371105,screw,6.844579309217613,10.46563512625422
6.849579309217613,10.238137889994263,screw,6.849579309217613,10.46563512625422
6.854579309217613,9.519139531410934,screw,6.854579309217613,10.46563512625422
6.8595793092176125,9.778844103105763,screw,6.8595793092176125,10.46563512625422
6.864579309217612,9.539521340606012,screw,6.864579309217612,10.46563512625422
6.869579309217612,9.995713958448048,screw,6.869579309217612,10.46563512625422
6.874579309217612,10.151979109618232,screw,6.874579309217612,9.548259250802582
6.879579309217613,10.578370188725623,screw,6.879579309217613,9.548259250802582
6.884579309217612,10.878999357501504,screw,6.884579309217612,9.548259250802582
6.889579309217613,10.958582594120722,screw,6.889579309217613,9.548259250802582
6.894579309217613,11.498799369014565,screw,6.894579309217613,9.548259250802582
6.8995793092176125,11.743122890528952,screw,6.8995793092176125,9.548259250802582
6.904579309217612,11.60703517377544,screw,6.904579309217612,11.588205913194528
6.909579309217612,11.85146349628913,screw,6.909579309217612,11.588205913194528
6.914579309217612,11.357337082054505,screw,6.914579309217612,11.588205913194528
6.919579309217612,12.196517249213803,screw,6.919579309217612,11.588205913194528
6.924579309217613,12.21785059771426,screw,6.924579309217613,11.588205913194528
6.929579309217613,11.783525973026771,screw,6.929579309217613,11.588205913194528
6.934579309217613,12.180176485548532,screw,6.934579309217613,11.588205913194528
6.939579309217613,12.564346469878853,screw,6.939579309217613,11.393927705698056
6.9445793092176125,11.822374271359838,screw,6.9445793092176125,11.393927705698056
6.949579309217612,12.451597515911944,screw,6.949579309217612,11.393927705698056
6.954579309217612,12.034096920828343,screw,6.954579309217612,11.393927705698056
6.959579309217612,11.616483572926946,screw,6.959579309217612,11.393927705698056
6.964579309217612,11.409640820234255,screw,6.964579309217612,11.393927705698056
6.969579309217613,11.452332413022871,screw,6.969579309217613,11.393927705698056
6.974579309217613,10.518986847850323,screw,6.974579309217613,11.39621883766673
6.979579309217613,11.310327600859903,screw,6.979579309217613,11.39621883766673
